id,english,russian
2F5A2CF146F7C2C8F51520BC3AAD222D#F79E716C,"""Three Cats in a Raincoat"" award plushie","наградная плюшевая игрушка ""Три кота в дождевике"""
B9646580440B2DF95E2F20A0AC980FDA#81B27345,"""Vargskelethor Joel"" award plushie. Thank you for your great streams!","Наградная игрушка ""Vargskelethor Joel"". Спасибо тебе за твои отличные трансляции!"
09DFBC7F47203301B797618E7702EE4F#A4A42A55,"""WUG"" hell beer","ядрёное пиво ""WUG"""
9848565448C73CD2ABDF238D6521633E#CEE57EE5,"""Wet floor"" sign","Знак ""мокрый пол"""
D0BEF2A74972C070F05416ABC6B589B7#FD4AF25B,"""Zeta Reticulan"" alien figure","Фигурка пришельца ""Zeta Reticulan"""
62014FD94217F9D9910AA7977101E29B#D4C3E63D,"""{a}""","""{a}"""
3B61FBC9427CDE1821338A92D7727CC4#EB9F70E7,"""{a}"" set as toolgun spawner","""{a}"" set as toolgun spawner"
CCC7BB48414A026B70D716A876F80399#506209BE,## #e## #es# uθ##### æ####### #θ#he#œ##a##aœg# ####θ œdsi# go ## ed ##sœ e##i.##o æ# a#####es#,## #e## #es# uθ##### æ####### #θ#he#œ##a##aœg# ####θ œdsi# go ## ed ##sœ e##i.##o æ# a#####es#
7999A5494DD1F50FD9BC919888A17CC5#75C92288,###########################,###########################
52A032DB4F49096FEAD1E9BE1975FFF7#CDAE3790,##############################################################################################,##############################################################################################
C0B3F08E48E26EE2386C8EB869B51D2E#CDAE3790,##############################################################################################,##############################################################################################
BF1469CB40A69D6CFFD088ADC6BE26FF#D08BC9D5,################################################################################################,################################################################################################
F6AC59EB455CC6BAB6C0BD8E90AB6765#6D8FF16E,############################################################################################################################,#############################################################################################################################################
6325343744A9E298DC30CEAFAD835A5C#7324DF7A,#############################################################################################################################,#################################################################################################################### ############################################################################################################### ##################################################################################
647959384CEED3EBC20C848FAC7B444D#EF0E3249,#############################################################################################################################################,#############################################################################################################################################
5E3D430343B234612C677992BB6A848A#64438EAA,#############################################################################################################################################################################################################################################,#############################################################################################################################################################################################################################################
CAF624254CFBC72D0E19ACBB4379C9B3#593F5C88,#####################################################################################################################################################################################################################################################################,########################################################################################################################################################################################################################################################################################
952829894300268306669FA7DDB383B7#A253BF3C,###########################################################################################################################################################################################################################################################################################################################,###########################################################################################################################################################################################################################################################################################################################
DCB5E81A4059EACCFEDBC19AB2BB1449#22C3BE28,##############A########### ########I#########A####L############A#####################################H######### ## ### ##S########################### #############H########O##########################T########## A########S######ID##### #H##################O#####,####.#########Л#####################Э###########Л##О############И############################################Т########Т ##### ##Н############################## #######З#################О#################Й#####Й#### ###Т#ОБ########################ТЕ#########О###############Ц######
C8DF2EA84D341418D54673A7D6E740AC#F6AA8F7C,##############d#######ea####################################r###o############################.##,##############м#######ая####################################и###е############################.##
040C4C8E4BC8C9C5A4181E9C2951628B#8566A124,#############G###O#################################O########################D#####,#############Х###O#################################Р###########О############Ш#####
0506CFBF473C14954A1593AD3D5E5717#663DB9ED,#############S#################################O#######################################R#####################################################R###############Y##################,#############П#################################Р#######################################О##########################С##########################Т###############И##################
238070F047D83B854CF95EABD314F9D5#55AFE698,#############UPT... INTERRUPT... INTERRUPT... INTERRUPT... INTERRUPT... INTERRUPT... INTERRUPT... INTERRUPT... INTERRUPT... INTERRUPT... INTERRUPT... INTERRUPT... INTE#############,#############АТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕР#############
56A9A0BC444A5200600BB9AF45F56E98#55AFE698,#############UPT... INTERRUPT... INTERRUPT... INTERRUPT... INTERRUPT... INTERRUPT... INTERRUPT... INTERRUPT... INTERRUPT... INTERRUPT... INTERRUPT... INTERRUPT... INTE#############,#############АТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕР#############
C84C8D3A4C5AECE3D4BE8BAE268449A7#55AFE698,#############UPT... INTERRUPT... INTERRUPT... INTERRUPT... INTERRUPT... INTERRUPT... INTERRUPT... INTERRUPT... INTERRUPT... INTERRUPT... INTERRUPT... INTERRUPT... INTE#############,#############АТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕР#############
CA041CE94C71C911FF3400832F5DC1AE#55AFE698,#############UPT... INTERRUPT... INTERRUPT... INTERRUPT... INTERRUPT... INTERRUPT... INTERRUPT... INTERRUPT... INTERRUPT... INTERRUPT... INTERRUPT... INTERRUPT... INTE#############,#############АТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕРВАТЬ... ПРЕР#############
13D11D6E467CAD406C86D8A7346C35A8#4BA7E393,########I##I##E####W#### #V#RYO########A###E##########S#E########E###ER#### ########H########T############## #######E##S ######EL##U############Y##########YON#############P #######S#########R# ######## ## #E#D######## ####S #VE###H#####V######### #####H#######IT#I####E#Y####E######### I# ###D############I#########,##############Н######Ю## ВC#####Т#####МО##############О##Ю####С#####ТВ###ОМО#######М#О#####ВС####################### ####### ####Е#############################О#####Ю#####Е###Р### П###Г########О## #ОВ##Д###С#########П######Е ### #Н####В###У##СЕ#М######П######Е ##########ВС#Д##В## #Е##В####М####T#Н####Н########
CB4236B84798DE377B6D11932041053F#E4BE6121,######Z#ne #### #one #e## Z######### #e##e ######L######lo### #l########s####l#s####l###r ######,######З#на #### #она #е## З######### #и##ть ######П######ин### #п########б####l#б####l###е ######
269E74764D8C88EEA60E60942EAA3B4A#3F40F411,#####DES#TR#OY_#DIS#C#####_RU#N######NIN######G#_###D#E###STR###O#Y_#A#############LL#_CO####N#TAINE#########R#_A#_############E###_R#U###N#N###ING_###DES####TROY####_AL#L_######E#############_D########ATA#_I#MM#######EDIA#TELY_#TH#########E_P###L######ANET#_W######ILL#_##BE##_IT ####WA#######S DE##STROYED_W########E#_NO####_######EN##O###UGH_T#IME##_#########################################################,УН#####ИЧТ####ОЖЬ_ДИ#######СК_УНИ#####ЧТО#####ЖЬ_ВСЕ_НО############СИТ########ЕЛИ_#####_РА#######БО####ТАЮТ_НЕМЕ#########ДЛЕН#############НО_И########Е_ПЛ##########АНЕТ#######А_Б#######У###E##Т_УН###ИЧТОЖ############ЕНА_ВРЕ########МЕ#######НИ_М#########АЛО#_##############################
931419CA40F9A48BE4F28391A1B360DB#3F40F411,#####DES#TR#OY_#DIS#C#####_RU#N######NIN######G#_###D#E###STR###O#Y_#A#############LL#_CO####N#TAINE#########R#_A#_############E###_R#U###N#N###ING_###DES####TROY####_AL#L_######E#############_D########ATA#_I#MM#######EDIA#TELY_#TH#########E_P###L######ANET#_W######ILL#_##BE##_IT ####WA#######S DE##STROYED_W########E#_NO####_######EN##O###UGH_T#IME##_#########################################################,УН#####ИЧТ####ОЖЬ_ДИ#######СК_УНИ#####ЧТО#####ЖЬ_ВСЕ_НО############СИТ########ЕЛИ_#####_РА#######БО####ТАЮТ_НЕМЕ#########ДЛЕН#############НО_И########Е_ПЛ##########АНЕТ#######А_Б#######У###E##Т_УН###ИЧТОЖ############ЕНА_ВРЕ########МЕ#######НИ_М#########АЛО#_##############################
D2044A6A47AB7848A6E27FAFBF57C608#5E9DC4DB,#####a## ################y####i##.####t#######t########.##########e########## t##.########.#####.##.#.#######.#########n#####o######### ############e##n##p################a#e####### #h#s###t#########ug####o######ur#### ###n####p#########,######ей#########и####с#######п#####к#.##д#####д########.##########в####е###о##е############.##..#.###.#######.#############и########## ###############а и#п##с#############н###а################с##т##############а########вы########д#####т##########
C68257D348A2B861A862C2AD3BCAE856#93DACA41,####r####o##########wo#l########m##e#####h###y# #ut #t#m#k######-#########k#####r#######s ######b###ti#u#####w########ak######f### ##l#######,####р#####а############м####де##е######сч######ым# #о #####в##го###############ро## #о сво#м# новому##п####аc##м#*###ру############ва###### ###нь#########
957C3C58469EB55BF4EEECA7864904B2#7D22E8BB,##L# US####I####E#YW#### #V#RY#####S #EA# ##L##US ####S###ER#WH### E#E#######S##EA##HE####S#IT I# ##ERYW#### #V##Y##E ## ##A# #ELP #S##T##S#E#################E IS####D #### ## IT ## #VERYWH### EVE#YONE##S#DEAD#H#L# ## ####S ##E##WH#R# E#####NE #S#DE#D H#L# ## #T### ##ER#W#####EVE#YO#E####D####H#L# U# IT #S EV#RY##,####ГИ## НАМ##Н# ##В#Ю## В## ##РТ## ####ГИ## НАМ ####ПО##ЮД# #С####РТ####ОМО#######М#ОН# ##ВС#ДУ ##Е#МЕ#### ###ОГИТЕ ##М##Н# ###С##У########Т#Ы ######## ####ОН####ВСЮ## #СЕ#МЕРТВ# П##ОГ##Е#### ### #ОВ#ЮД# #СЕ МЕР##Ы П##ОГ##Е ### #Н###ОВ#ЮД##ВС##М#Р#ВЫ#П####ИТ# ### ######ВС#Д####Е М####Ы#П#М####T#Н###О## П##С##
3E2BBF004EEB7D1B289F5AA95C1F6B03#997B013E,##L#E####A#V#####E# ###M#E## #####A#L####O#N##E#,##О#С####Т#А####В###Ь# ##М###Е###Н####Я#
02403F374CAE31C5D4ACD4869C5440DC#F2859290,##e#e######nn#n##d#############.##################################.######...##.########qq####u#####u###u#############..######,###т#т#п#пр###рр##а#а###вв##ьь###т####е########.#####.#...##..#########кк####о#о#######о####л######################..#######
D687E7E840B5479DE5A0AC9DD26E49DD#A27DF9E7,#...####...########e##.###.,#...####...########а##.###.
ACBBB8A942D6DB6727CC6CBBD0495723#70F41F0E,#e###ee###e#nnn##d###.#######.##....###..#.#.################.####.#.###.###.###..q##qqqq###uu##u#u####uu#e####...##.##.#.#.#,#т##тт##ппр##ррр###ааа#вввь#ььт##т#еее###.###.....###.....##...#...к##кккко#о#оорр##р##ооо#лле#еее##########...###..##.#.#.#
7EC884AF440AF8D84C45738198F050B0#1682C7AB,"#en#d#y####nce la###s##ply#a##ive. ##i#i#####o##.#...####e## dam#####h#ve######hi....#..####.#.......###.###....##### an# i #o ### h#ve t## m#n##ta#e a#####ast#c,### no# ##ve ##########s#not#go#d#eno#gh# ho## # ####iv##w#en#s##p#####..##","##ь д#е# с п#####ия пос#######пос###ки. ##у###е####.##...####### по####### д##ж############.....#..###.#..####....#####...# и у#ме#я #е т#к #н#г# с#отч# и###а#т#ка,########не #а#оп######## недо#та##чно х#р#ш## на#е##ь # ###и## к#гд##п#ст#в####..##"
